"pars.d_s" "pars.s_s" "pars.r_s" "pars.q_s" "pars.w_w" "pars.a_w" "pars.h_w" "pars.f_min" "pars.f_max" "pars.r_0" "pars.f_0" "pars.q_0" "pars.v_0" "pars.p_0" "pars.e_0" "pars.n_0_a" "pars.n_0_b" "pars.res" "frequency" "power" "pars.d_s.1" "pars.s_s.1" "pars.r_s.1" "pars.q_s.1" "pars.w_w.1" "pars.a_w.1" "pars.h_w.1" "pars.f_min.1" "pars.f_max.1" "pars.r_0.1" "pars.f_0.1" "pars.q_0.1" "pars.v_0.1" "pars.p_0.1" "pars.e_0.1" "pars.n_0_a.1" "pars.n_0_b.1" "pars.res.1" "frequency.1" "power.1" "pars.d_s.2" "pars.s_s.2" "pars.r_s.2" "pars.q_s.2" "pars.w_w.2" "pars.a_w.2" "pars.h_w.2" "pars.f_min.2" "pars.f_max.2" "pars.r_0.2" "pars.f_0.2" "pars.q_0.2" "pars.v_0.2" "pars.p_0.2" "pars.e_0.2" "pars.n_0_a.2" "pars.n_0_b.2" "pars.res.2" "frequency.2" "power.2" "pars.d_s.3" "pars.s_s.3" "pars.r_s.3" "pars.q_s.3" "pars.w_w.3" "pars.a_w.3" "pars.h_w.3" "pars.f_min.3" "pars.f_max.3" "pars.r_0.3" "pars.f_0.3" "pars.q_0.3" "pars.v_0.3" "pars.p_0.3" "pars.e_0.3" "pars.n_0_a.3" "pars.n_0_b.3" "pars.res.3" "frequency.3" "power.3" "pars.d_s.4" "pars.s_s.4" "pars.r_s.4" "pars.q_s.4" "pars.w_w.4" "pars.a_w.4" "pars.h_w.4" "pars.f_min.4" "pars.f_max.4" "pars.r_0.4" "pars.f_0.4" "pars.q_0.4" "pars.v_0.4" "pars.p_0.4" "pars.e_0.4" "pars.n_0_a.4" "pars.n_0_b.4" "pars.res.4" "frequency.4" "power.4" "pars.d_s.5" "pars.s_s.5" "pars.r_s.5" "pars.q_s.5" "pars.w_w.5" "pars.a_w.5" "pars.h_w.5" "pars.f_min.5" "pars.f_max.5" "pars.r_0.5" "pars.f_0.5" "pars.q_0.5" "pars.v_0.5" "pars.p_0.5" "pars.e_0.5" "pars.n_0_a.5" "pars.n_0_b.5" "pars.res.5" "frequency.5" "power.5" "pars.d_s.6" "pars.s_s.6" "pars.r_s.6" "pars.q_s.6" "pars.w_w.6" "pars.a_w.6" "pars.h_w.6" "pars.f_min.6" "pars.f_max.6" "pars.r_0.6" "pars.f_0.6" "pars.q_0.6" "pars.v_0.6" "pars.p_0.6" "pars.e_0.6" "pars.n_0_a.6" "pars.n_0_b.6" "pars.res.6" "frequency.6" "power.6" "pars.d_s.7" "pars.s_s.7" "pars.r_s.7" "pars.q_s.7" "pars.w_w.7" "pars.a_w.7" "pars.h_w.7" "pars.f_min.7" "pars.f_max.7" "pars.r_0.7" "pars.f_0.7" "pars.q_0.7" "pars.v_0.7" "pars.p_0.7" "pars.e_0.7" "pars.n_0_a.7" "pars.n_0_b.7" "pars.res.7" "frequency.7" "power.7" "pars.d_s.8" "pars.s_s.8" "pars.r_s.8" "pars.q_s.8" "pars.w_w.8" "pars.a_w.8" "pars.h_w.8" "pars.f_min.8" "pars.f_max.8" "pars.r_0.8" "pars.f_0.8" "pars.q_0.8" "pars.v_0.8" "pars.p_0.8" "pars.e_0.8" "pars.n_0_a.8" "pars.n_0_b.8" "pars.res.8" "frequency.8" "power.8" "pars.d_s.9" "pars.s_s.9" "pars.r_s.9" "pars.q_s.9" "pars.w_w.9" "pars.a_w.9" "pars.h_w.9" "pars.f_min.9" "pars.f_max.9" "pars.r_0.9" "pars.f_0.9" "pars.q_0.9" "pars.v_0.9" "pars.p_0.9" "pars.e_0.9" "pars.n_0_a.9" "pars.n_0_b.9" "pars.res.9" "frequency.9" "power.9"
"25" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.1818181818182 -121.263835555252 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.1818181818182 -110.971333804684 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.1818181818182 -118.780235414186 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.1818181818182 -135.419777893279 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.1818181818182 -116.045995397437 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.1818181818182 -117.804976024278 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.1818181818182 -117.418781582259 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.1818181818182 -111.512305479164 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.1818181818182 -147.806080054726 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.1818181818182 -151.284522267936
"26" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.9393939393939 -121.469781098044 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.9393939393939 -111.161854343859 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.9393939393939 -118.982601595937 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.9393939393939 -135.644647053659 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.9393939393939 -116.244319360444 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.9393939393939 -118.005912904827 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.9393939393939 -117.619148675882 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.9393939393939 -111.703677357774 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.9393939393939 -148.04580821566 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 23.9393939393939 -151.528189363364
"27" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 24.6969696969697 -121.69549328284 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 24.6969696969697 -111.372624393436 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 24.6969696969697 -119.204769417842 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 24.6969696969697 -135.888483886675 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 24.6969696969697 -116.462597293417 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 24.6969696969697 -118.226705218766 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 24.6969696969697 -117.839392669216 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 24.6969696969697 -111.915266427199 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 24.6969696969697 -148.303967529558 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 24.6969696969697 -151.790147252915
"28" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 25.4545454545455 -121.939967957954 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 25.4545454545455 -111.602805570817 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 25.4545454545455 -119.445930883828 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 25.4545454545455 -136.150536840238 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 25.4545454545455 -116.700010855087 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 25.4545454545455 -118.466541316199 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 25.4545454545455 -118.078700454429 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 25.4545454545455 -112.146236493522 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 25.4545454545455 -148.5798421446 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 25.4545454545455 -152.069689485314
"29" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.2121212121212 -122.202562437384 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.2121212121212 -111.851615403915 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.2121212121212 -119.705331028059 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.2121212121212 -136.430101997561 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.2121212121212 -116.955795717595 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.2121212121212 -118.724662924965 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.2121212121212 -118.336312440009 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.2121212121212 -112.395807066732 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.2121212121212 -148.872760479896 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.2121212121212 -152.366153030226
"30" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.969696969697 -122.482577640162 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.969696969697 -112.118322460846 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.969696969697 -119.982362326357 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.969696969697 -136.726519204257 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.969696969697 -117.229236922917 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.969696969697 -119.000360583384 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.969696969697 -118.611517966859 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.969696969697 -112.663248515025 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.969696969697 -149.18209176706 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 26.969696969697 -152.678914922431
"31" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 27.7272727272727 -122.779358466251 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 27.7272727272727 -112.402242185122 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 27.7272727272727 -120.276158983864 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 27.7272727272727 -137.039168757249 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 27.7272727272727 -117.519664912409 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 27.7272727272727 -119.293069797462 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 27.7272727272727 -118.903651388934 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 27.7272727272727 -112.947877921101 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 27.7272727272727 -149.507243092507 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 27.7272727272727 -153.007389391062
"32" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 28.4848484848485 -123.092290519025 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 28.4848484848485 -112.70273328464 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 28.4848484848485 -120.586203877632 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 28.4848484848485 -137.367468527741 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 28.4848484848485 -117.826452083096 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 28.4848484848485 -119.601961863284 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 28.4848484848485 -119.212186152774 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 28.4848484848485 -113.249055489334 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 28.4848484848485 -149.847656822935 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 28.4848484848485 -153.351025359101
"33" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 29.2424242424242 -123.420797220675 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 29.2424242424242 -113.019194559127 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 29.2424242424242 -120.911914699031 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 29.2424242424242 -137.710871422329 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 29.2424242424242 -118.149009759729 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 29.2424242424242 -119.926556403528 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 29.2424242424242 -119.53633571575 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 29.2424242424242 -113.566181388943 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 29.2424242424242 -150.202808326385 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 29.2424242424242 -153.709304227745
"34" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30 -123.76433723968 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30 -113.351062078094 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30 -121.252744848061 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30 -138.068863110169 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30 -118.486882138561 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30 -120.266304719997 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30 -119.875652800391 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30 -113.898692945589 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30 -150.572203923597 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30 -154.081737882155
"35" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30.7575757575758 -124.122402169015 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30.7575757575758 -113.697806642108 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30.7575757575758 -121.60818106201 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30.7575757575758 -138.440959962072 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30.7575757575758 -118.839351234788 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30.7575757575758 -120.620691617677 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30.7575757575758 -120.229621442067 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30.7575757575758 -114.246062114541 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30.7575757575758 -150.955379021096 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 30.7575757575758 -154.467866871511
"36" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 31.5151515151515 -124.494514408512 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 31.5151515151515 -114.058931475953 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 31.5151515151515 -121.977741254771 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 31.5151515151515 -138.826707160821 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 31.5151515151515 -119.206031344202 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 31.5151515151515 -120.989233226664 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 31.5151515151515 -120.597757060608 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 31.5151515151515 -114.607793184233 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 31.5151515151515 -151.351896389949 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 31.5151515151515 -154.867258728506
"37" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 32.2727272727273 -124.880225215957 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 32.2727272727273 -114.433970114245 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 32.2727272727273 -122.360972530455 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 32.2727272727273 -139.225676952224 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 32.2727272727273 -119.586464911145 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 32.2727272727273 -121.371475000585 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 32.2727272727273 -120.979604452662 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 32.2727272727273 -114.983420670992 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 32.2727272727273 -151.76134456352 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 32.2727272727273 -155.279506402609
"38" 0.01 1.35 2650 0.017233561530501 6 0.0075 0.912262506848201 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 33.030303030303 -125.279112900008 0.01 1.35 2650 0.00225903846434256 6 0.0075 1.85527334040962 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 33.030303030303 -114.822484449196 0.01 1.35 2650 0.00104288225323621 6 0.0075 1.08033957828302 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 33.030303030303 -122.757449343549 0.01 1.35 2650 0.0139152411879336 6 0.0075 0.358527383869514 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 33.030303030303 -139.637467014018 0.01 1.35 2650 0.0152635035098496 6 0.0075 1.30353564465418 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 33.030303030303 -119.980222070867 0.01 1.35 2650 0.0164616625620919 6 0.0075 1.15496292310301 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 33.030303030303 -121.766989863491 0.01 1.35 2650 0.00749115777960847 6 0.0075 1.18598948275205 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 33.030303030303 -121.374735933252 0.01 1.35 2650 0.00272005311145236 6 0.0075 1.78628814314958 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 33.030303030303 -115.372507374824 0.01 1.35 2650 0.0160790345778115 6 0.0075 0.166773077319376 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 33.030303030303 -152.183336334544 0.01 1.35 2650 0.0156616231378675 6 0.0075 0.136036282158457 5 80 6 1 10 350 0.55 0.09 0.6 0.8 100 33.030303030303 -155.704226788245
